uid,area,outages,customers,percent_out,dt_stamp
Baltimore2024-09-11T16:30:35,Baltimore,13,372994,0.003,09/11/2024 04:30:35 PM
Baltimore_City2024-09-11T16:30:35,Baltimore City,238,280319,0.085,09/11/2024 04:30:35 PM
Calvert2024-09-11T16:30:35,Calvert,9,41922,0.021,09/11/2024 04:30:35 PM
Caroline2024-09-11T16:30:35,Caroline,0,16259,0.000,09/11/2024 04:30:35 PM
Carroll2024-09-11T16:30:35,Carroll,4,76117,0.005,09/11/2024 04:30:35 PM
Cecil2024-09-11T16:30:35,Cecil,0,50208,0.000,09/11/2024 04:30:35 PM
Charles2024-09-11T16:30:35,Charles,0,72507,0.000,09/11/2024 04:30:35 PM
Dorchester2024-09-11T16:30:35,Dorchester,0,19958,0.000,09/11/2024 04:30:35 PM
Frederick2024-09-11T16:30:35,Frederick,1,116871,0.001,09/11/2024 04:30:35 PM
Garrett2024-09-11T16:30:35,Garrett,1,20396,0.005,09/11/2024 04:30:35 PM
Harford2024-09-11T16:30:35,Harford,16,114333,0.014,09/11/2024 04:30:35 PM
Howard2024-09-11T16:30:35,Howard,4,138154,0.003,09/11/2024 04:30:35 PM
Kent2024-09-11T16:30:35,Kent,4,12351,0.032,09/11/2024 04:30:35 PM
Montgomery2024-09-11T16:30:35,Montgomery,21,381554,0.006,09/11/2024 04:30:35 PM
Prince_George's2024-09-11T16:30:35,Prince George's,8,351059,0.002,09/11/2024 04:30:35 PM
Queen_Anne's2024-09-11T16:30:35,Queen Anne's,4,27722,0.014,09/11/2024 04:30:35 PM
Somerset2024-09-11T16:30:35,Somerset,0,11343,0.000,09/11/2024 04:30:35 PM
St._Mary's2024-09-11T16:30:35,St. Mary's,0,56353,0.000,09/11/2024 04:30:35 PM
Talbot2024-09-11T16:30:35,Talbot,1,23718,0.004,09/11/2024 04:30:35 PM
Washington2024-09-11T16:30:35,Washington,0,54026,0.000,09/11/2024 04:30:35 PM
Wicomico2024-09-11T16:30:35,Wicomico,0,50292,0.000,09/11/2024 04:30:35 PM
Worcester2024-09-11T16:30:35,Worcester,0,59094,0.000,09/11/2024 04:30:35 PM
Allegany2024-09-11T16:45:34,Allegany,0,37206,0.000,09/11/2024 04:45:34 PM
Anne_Arundel2024-09-11T16:45:34,Anne Arundel,381,260586,0.146,09/11/2024 04:45:34 PM
Baltimore2024-09-11T16:45:34,Baltimore,12,372994,0.003,09/11/2024 04:45:34 PM
Baltimore_City2024-09-11T16:45:34,Baltimore City,326,280319,0.116,09/11/2024 04:45:34 PM
Calvert2024-09-11T16:45:34,Calvert,9,41922,0.021,09/11/2024 04:45:34 PM
Caroline2024-09-11T16:45:34,Caroline,4,16259,0.025,09/11/2024 04:45:34 PM
Carroll2024-09-11T16:45:34,Carroll,4,76117,0.005,09/11/2024 04:45:34 PM
Cecil2024-09-11T16:45:34,Cecil,0,50208,0.000,09/11/2024 04:45:34 PM
Charles2024-09-11T16:45:34,Charles,0,72507,0.000,09/11/2024 04:45:34 PM
Dorchester2024-09-11T16:45:34,Dorchester,0,19958,0.000,09/11/2024 04:45:34 PM
Frederick2024-09-11T16:45:34,Frederick,1,116871,0.001,09/11/2024 04:45:34 PM
Garrett2024-09-11T16:45:34,Garrett,1,20396,0.005,09/11/2024 04:45:34 PM
Harford2024-09-11T16:45:34,Harford,16,114333,0.014,09/11/2024 04:45:34 PM
Howard2024-09-11T16:45:34,Howard,4,138154,0.003,09/11/2024 04:45:34 PM
Kent2024-09-11T16:45:34,Kent,4,12351,0.032,09/11/2024 04:45:34 PM
Montgomery2024-09-11T16:45:34,Montgomery,21,381554,0.006,09/11/2024 04:45:34 PM
Prince_George's2024-09-11T16:45:34,Prince George's,8,351059,0.002,09/11/2024 04:45:34 PM
Queen_Anne's2024-09-11T16:45:34,Queen Anne's,4,27722,0.014,09/11/2024 04:45:34 PM
Somerset2024-09-11T16:45:34,Somerset,0,11343,0.000,09/11/2024 04:45:34 PM
St._Mary's2024-09-11T16:45:34,St. Mary's,0,56353,0.000,09/11/2024 04:45:34 PM
Talbot2024-09-11T16:45:34,Talbot,1,23718,0.004,09/11/2024 04:45:34 PM
Washington2024-09-11T16:45:34,Washington,0,54026,0.000,09/11/2024 04:45:34 PM
Wicomico2024-09-11T16:45:34,Wicomico,0,50292,0.000,09/11/2024 04:45:34 PM
Worcester2024-09-11T16:45:34,Worcester,0,59094,0.000,09/11/2024 04:45:34 PM
Allegany2024-09-11T17:00:39,Allegany,0,37206,0.000,09/11/2024 05:00:39 PM
Anne_Arundel2024-09-11T17:00:39,Anne Arundel,413,260586,0.158,09/11/2024 05:00:39 PM
Baltimore2024-09-11T17:00:39,Baltimore,26,372994,0.007,09/11/2024 05:00:39 PM
Baltimore_City2024-09-11T17:00:39,Baltimore City,703,280319,0.251,09/11/2024 05:00:39 PM
Calvert2024-09-11T17:00:39,Calvert,9,41922,0.021,09/11/2024 05:00:39 PM
Caroline2024-09-11T17:00:39,Caroline,4,16259,0.025,09/11/2024 05:00:39 PM
Carroll2024-09-11T17:00:39,Carroll,4,76117,0.005,09/11/2024 05:00:39 PM
Cecil2024-09-11T17:00:39,Cecil,0,50208,0.000,09/11/2024 05:00:39 PM
Charles2024-09-11T17:00:39,Charles,1,72507,0.001,09/11/2024 05:00:39 PM
Dorchester2024-09-11T17:00:39,Dorchester,0,19958,0.000,09/11/2024 05:00:39 PM
Frederick2024-09-11T17:00:39,Frederick,1,116871,0.001,09/11/2024 05:00:39 PM
Garrett2024-09-11T17:00:39,Garrett,1,20396,0.005,09/11/2024 05:00:39 PM
Harford2024-09-11T17:00:39,Harford,16,114333,0.014,09/11/2024 05:00:39 PM
Howard2024-09-11T17:00:39,Howard,4,138154,0.003,09/11/2024 05:00:39 PM
Kent2024-09-11T17:00:39,Kent,4,12351,0.032,09/11/2024 05:00:39 PM
Montgomery2024-09-11T17:00:39,Montgomery,22,381554,0.006,09/11/2024 05:00:39 PM
Prince_George's2024-09-11T17:00:39,Prince George's,19,351059,0.005,09/11/2024 05:00:39 PM
Queen_Anne's2024-09-11T17:00:39,Queen Anne's,4,27722,0.014,09/11/2024 05:00:39 PM
Somerset2024-09-11T17:00:39,Somerset,0,11343,0.000,09/11/2024 05:00:39 PM
St._Mary's2024-09-11T17:00:39,St. Mary's,0,56353,0.000,09/11/2024 05:00:39 PM
Talbot2024-09-11T17:00:39,Talbot,1,23718,0.004,09/11/2024 05:00:39 PM
Washington2024-09-11T17:00:39,Washington,0,54026,0.000,09/11/2024 05:00:39 PM
Wicomico2024-09-11T17:00:39,Wicomico,0,50292,0.000,09/11/2024 05:00:39 PM
Worcester2024-09-11T17:00:39,Worcester,0,59094,0.000,09/11/2024 05:00:39 PM
Allegany2024-09-11T17:15:35,Allegany,0,37206,0.000,09/11/2024 05:15:35 PM
Anne_Arundel2024-09-11T17:15:35,Anne Arundel,212,260586,0.081,09/11/2024 05:15:35 PM
Baltimore2024-09-11T17:15:35,Baltimore,26,372994,0.007,09/11/2024 05:15:35 PM
Baltimore_City2024-09-11T17:15:35,Baltimore City,703,280319,0.251,09/11/2024 05:15:35 PM
Calvert2024-09-11T17:15:35,Calvert,2,41922,0.005,09/11/2024 05:15:35 PM
Caroline2024-09-11T17:15:35,Caroline,4,16259,0.025,09/11/2024 05:15:35 PM
Carroll2024-09-11T17:15:35,Carroll,4,76117,0.005,09/11/2024 05:15:35 PM
Cecil2024-09-11T17:15:35,Cecil,0,50208,0.000,09/11/2024 05:15:35 PM
Charles2024-09-11T17:15:35,Charles,0,72507,0.000,09/11/2024 05:15:35 PM
Dorchester2024-09-11T17:15:35,Dorchester,0,19958,0.000,09/11/2024 05:15:35 PM
Frederick2024-09-11T17:15:35,Frederick,1,116871,0.001,09/11/2024 05:15:35 PM
Garrett2024-09-11T17:15:35,Garrett,1,20396,0.005,09/11/2024 05:15:35 PM
Harford2024-09-11T17:15:35,Harford,16,114333,0.014,09/11/2024 05:15:35 PM
Howard2024-09-11T17:15:35,Howard,4,138154,0.003,09/11/2024 05:15:35 PM
Kent2024-09-11T17:15:35,Kent,4,12351,0.032,09/11/2024 05:15:35 PM
Montgomery2024-09-11T17:15:35,Montgomery,22,381554,0.006,09/11/2024 05:15:35 PM
Prince_George's2024-09-11T17:15:35,Prince George's,20,351059,0.006,09/11/2024 05:15:35 PM
Queen_Anne's2024-09-11T17:15:35,Queen Anne's,4,27722,0.014,09/11/2024 05:15:35 PM
Somerset2024-09-11T17:15:35,Somerset,0,11343,0.000,09/11/2024 05:15:35 PM
St._Mary's2024-09-11T17:15:35,St. Mary's,1,56353,0.002,09/11/2024 05:15:35 PM
Talbot2024-09-11T17:15:35,Talbot,0,23718,0.000,09/11/2024 05:15:35 PM
Washington2024-09-11T17:15:35,Washington,0,54026,0.000,09/11/2024 05:15:35 PM
Wicomico2024-09-11T17:15:35,Wicomico,0,50292,0.000,09/11/2024 05:15:35 PM
Worcester2024-09-11T17:15:35,Worcester,0,59094,0.000,09/11/2024 05:15:35 PM
Allegany2024-09-11T17:30:36,Allegany,0,37206,0.000,09/11/2024 05:30:36 PM
Anne_Arundel2024-09-11T17:30:36,Anne Arundel,212,260586,0.081,09/11/2024 05:30:36 PM
Baltimore2024-09-11T17:30:36,Baltimore,26,372994,0.007,09/11/2024 05:30:36 PM
Baltimore_City2024-09-11T17:30:36,Baltimore City,703,280319,0.251,09/11/2024 05:30:36 PM
Calvert2024-09-11T17:30:36,Calvert,2,41922,0.005,09/11/2024 05:30:36 PM
Caroline2024-09-11T17:30:36,Caroline,4,16259,0.025,09/11/2024 05:30:36 PM
Carroll2024-09-11T17:30:36,Carroll,4,76117,0.005,09/11/2024 05:30:36 PM
Cecil2024-09-11T17:30:36,Cecil,0,50208,0.000,09/11/2024 05:30:36 PM
Charles2024-09-11T17:30:36,Charles,0,72507,0.000,09/11/2024 05:30:36 PM
Dorchester2024-09-11T17:30:36,Dorchester,0,19958,0.000,09/11/2024 05:30:36 PM
Frederick2024-09-11T17:30:36,Frederick,1,116871,0.001,09/11/2024 05:30:36 PM
Garrett2024-09-11T17:30:36,Garrett,1,20396,0.005,09/11/2024 05:30:36 PM
Harford2024-09-11T17:30:36,Harford,16,114333,0.014,09/11/2024 05:30:36 PM
Howard2024-09-11T17:30:36,Howard,4,138154,0.003,09/11/2024 05:30:36 PM
Kent2024-09-11T17:30:36,Kent,4,12351,0.032,09/11/2024 05:30:36 PM
Montgomery2024-09-11T17:30:36,Montgomery,22,381554,0.006,09/11/2024 05:30:36 PM
Prince_George's2024-09-11T17:30:36,Prince George's,20,351059,0.006,09/11/2024 05:30:36 PM
Queen_Anne's2024-09-11T17:30:36,Queen Anne's,4,27722,0.014,09/11/2024 05:30:36 PM
Somerset2024-09-11T17:30:36,Somerset,48,11343,0.423,09/11/2024 05:30:36 PM
St._Mary's2024-09-11T17:30:36,St. Mary's,1,56353,0.002,09/11/2024 05:30:36 PM
Talbot2024-09-11T17:30:36,Talbot,0,23718,0.000,09/11/2024 05:30:36 PM
Washington2024-09-11T17:30:36,Washington,0,54026,0.000,09/11/2024 05:30:36 PM
Wicomico2024-09-11T17:30:36,Wicomico,0,50292,0.000,09/11/2024 05:30:36 PM
Worcester2024-09-11T17:30:36,Worcester,0,59094,0.000,09/11/2024 05:30:36 PM
Allegany2024-09-11T17:45:34,Allegany,0,37206,0.000,09/11/2024 05:45:34 PM
Anne_Arundel2024-09-11T17:45:34,Anne Arundel,8,260586,0.003,09/11/2024 05:45:34 PM
Baltimore2024-09-11T17:45:34,Baltimore,12,372994,0.003,09/11/2024 05:45:34 PM
Baltimore_City2024-09-11T17:45:34,Baltimore City,703,280319,0.251,09/11/2024 05:45:34 PM
Calvert2024-09-11T17:45:34,Calvert,2,41922,0.005,09/11/2024 05:45:34 PM
Caroline2024-09-11T17:45:34,Caroline,0,16259,0.000,09/11/2024 05:45:34 PM
Carroll2024-09-11T17:45:34,Carroll,4,76117,0.005,09/11/2024 05:45:34 PM
Cecil2024-09-11T17:45:34,Cecil,0,50208,0.000,09/11/2024 05:45:34 PM
Charles2024-09-11T17:45:34,Charles,0,72507,0.000,09/11/2024 05:45:34 PM
Dorchester2024-09-11T17:45:34,Dorchester,0,19958,0.000,09/11/2024 05:45:34 PM
Frederick2024-09-11T17:45:34,Frederick,1,116871,0.001,09/11/2024 05:45:34 PM
Garrett2024-09-11T17:45:34,Garrett,1,20396,0.005,09/11/2024 05:45:34 PM
Harford2024-09-11T17:45:34,Harford,16,114333,0.014,09/11/2024 05:45:34 PM
Howard2024-09-11T17:45:34,Howard,4,138154,0.003,09/11/2024 05:45:34 PM
Kent2024-09-11T17:45:34,Kent,4,12351,0.032,09/11/2024 05:45:34 PM
Montgomery2024-09-11T17:45:34,Montgomery,21,381554,0.006,09/11/2024 05:45:34 PM
Prince_George's2024-09-11T17:45:34,Prince George's,18,351059,0.005,09/11/2024 05:45:34 PM
Queen_Anne's2024-09-11T17:45:34,Queen Anne's,0,27722,0.000,09/11/2024 05:45:34 PM
Somerset2024-09-11T17:45:34,Somerset,48,11343,0.423,09/11/2024 05:45:34 PM
St._Mary's2024-09-11T17:45:34,St. Mary's,1,56353,0.002,09/11/2024 05:45:34 PM
Talbot2024-09-11T17:45:34,Talbot,0,23718,0.000,09/11/2024 05:45:34 PM
Washington2024-09-11T17:45:34,Washington,0,54026,0.000,09/11/2024 05:45:34 PM
Wicomico2024-09-11T17:45:34,Wicomico,0,50292,0.000,09/11/2024 05:45:34 PM
Worcester2024-09-11T17:45:34,Worcester,0,59094,0.000,09/11/2024 05:45:34 PM
Allegany2024-09-11T18:00:35,Allegany,0,37206,0.000,09/11/2024 06:00:35 PM
Anne_Arundel2024-09-11T18:00:35,Anne Arundel,8,260586,0.003,09/11/2024 06:00:35 PM
Baltimore2024-09-11T18:00:35,Baltimore,12,372994,0.003,09/11/2024 06:00:35 PM
Baltimore_City2024-09-11T18:00:35,Baltimore City,703,280319,0.251,09/11/2024 06:00:35 PM
Calvert2024-09-11T18:00:35,Calvert,2,41922,0.005,09/11/2024 06:00:35 PM
Caroline2024-09-11T18:00:35,Caroline,0,16259,0.000,09/11/2024 06:00:35 PM
Carroll2024-09-11T18:00:35,Carroll,4,76117,0.005,09/11/2024 06:00:35 PM
Cecil2024-09-11T18:00:35,Cecil,0,50208,0.000,09/11/2024 06:00:35 PM
Charles2024-09-11T18:00:35,Charles,2,72507,0.003,09/11/2024 06:00:35 PM
Dorchester2024-09-11T18:00:35,Dorchester,0,19958,0.000,09/11/2024 06:00:35 PM
Frederick2024-09-11T18:00:35,Frederick,1,116871,0.001,09/11/2024 06:00:35 PM
Garrett2024-09-11T18:00:35,Garrett,1,20396,0.005,09/11/2024 06:00:35 PM
Harford2024-09-11T18:00:35,Harford,16,114333,0.014,09/11/2024 06:00:35 PM
Howard2024-09-11T18:00:35,Howard,4,138154,0.003,09/11/2024 06:00:35 PM
Kent2024-09-11T18:00:35,Kent,4,12351,0.032,09/11/2024 06:00:35 PM
Montgomery2024-09-11T18:00:35,Montgomery,22,381554,0.006,09/11/2024 06:00:35 PM
Prince_George's2024-09-11T18:00:35,Prince George's,4,351059,0.001,09/11/2024 06:00:35 PM
Queen_Anne's2024-09-11T18:00:35,Queen Anne's,0,27722,0.000,09/11/2024 06:00:35 PM
Somerset2024-09-11T18:00:35,Somerset,48,11343,0.423,09/11/2024 06:00:35 PM
St._Mary's2024-09-11T18:00:35,St. Mary's,1,56353,0.002,09/11/2024 06:00:35 PM
Talbot2024-09-11T18:00:35,Talbot,0,23718,0.000,09/11/2024 06:00:35 PM
Washington2024-09-11T18:00:35,Washington,0,54026,0.000,09/11/2024 06:00:35 PM
Wicomico2024-09-11T18:00:35,Wicomico,0,50292,0.000,09/11/2024 06:00:35 PM
Worcester2024-09-11T18:00:35,Worcester,0,59094,0.000,09/11/2024 06:00:35 PM
Allegany2024-09-11T18:15:34,Allegany,0,37206,0.000,09/11/2024 06:15:34 PM
Anne_Arundel2024-09-11T18:15:34,Anne Arundel,8,260586,0.003,09/11/2024 06:15:34 PM
Baltimore2024-09-11T18:15:34,Baltimore,12,372994,0.003,09/11/2024 06:15:34 PM
Baltimore_City2024-09-11T18:15:34,Baltimore City,704,280319,0.251,09/11/2024 06:15:34 PM
Calvert2024-09-11T18:15:34,Calvert,2,41922,0.005,09/11/2024 06:15:34 PM
Caroline2024-09-11T18:15:34,Caroline,0,16259,0.000,09/11/2024 06:15:34 PM
Carroll2024-09-11T18:15:34,Carroll,4,76117,0.005,09/11/2024 06:15:34 PM
Cecil2024-09-11T18:15:34,Cecil,0,50208,0.000,09/11/2024 06:15:34 PM
Charles2024-09-11T18:15:34,Charles,2,72507,0.003,09/11/2024 06:15:34 PM
Dorchester2024-09-11T18:15:34,Dorchester,0,19958,0.000,09/11/2024 06:15:34 PM
Frederick2024-09-11T18:15:34,Frederick,1,116871,0.001,09/11/2024 06:15:34 PM
Garrett2024-09-11T18:15:34,Garrett,1,20396,0.005,09/11/2024 06:15:34 PM
Harford2024-09-11T18:15:34,Harford,16,114333,0.014,09/11/2024 06:15:34 PM
Howard2024-09-11T18:15:34,Howard,4,138154,0.003,09/11/2024 06:15:34 PM
Kent2024-09-11T18:15:34,Kent,4,12351,0.032,09/11/2024 06:15:34 PM
Montgomery2024-09-11T18:15:34,Montgomery,22,381554,0.006,09/11/2024 06:15:34 PM
Prince_George's2024-09-11T18:15:34,Prince George's,4,351059,0.001,09/11/2024 06:15:34 PM
Queen_Anne's2024-09-11T18:15:34,Queen Anne's,0,27722,0.000,09/11/2024 06:15:34 PM
Somerset2024-09-11T18:15:34,Somerset,0,11343,0.000,09/11/2024 06:15:34 PM
St._Mary's2024-09-11T18:15:34,St. Mary's,1,56353,0.002,09/11/2024 06:15:34 PM
Talbot2024-09-11T18:15:34,Talbot,0,23718,0.000,09/11/2024 06:15:34 PM
Washington2024-09-11T18:15:34,Washington,0,54026,0.000,09/11/2024 06:15:34 PM
Wicomico2024-09-11T18:15:34,Wicomico,0,50292,0.000,09/11/2024 06:15:34 PM
Worcester2024-09-11T18:15:34,Worcester,0,59094,0.000,09/11/2024 06:15:34 PM
Allegany2024-09-11T18:30:35,Allegany,0,37206,0.000,09/11/2024 06:30:35 PM
Anne_Arundel2024-09-11T18:30:35,Anne Arundel,8,260586,0.003,09/11/2024 06:30:35 PM
Baltimore2024-09-11T18:30:35,Baltimore,12,372994,0.003,09/11/2024 06:30:35 PM
Baltimore_City2024-09-11T18:30:35,Baltimore City,700,280319,0.250,09/11/2024 06:30:35 PM
Calvert2024-09-11T18:30:35,Calvert,0,41922,0.000,09/11/2024 06:30:35 PM
Caroline2024-09-11T18:30:35,Caroline,1,16259,0.006,09/11/2024 06:30:35 PM
Carroll2024-09-11T18:30:35,Carroll,4,76117,0.005,09/11/2024 06:30:35 PM
Cecil2024-09-11T18:30:35,Cecil,0,50208,0.000,09/11/2024 06:30:35 PM
Charles2024-09-11T18:30:35,Charles,2,72507,0.003,09/11/2024 06:30:35 PM
Dorchester2024-09-11T18:30:35,Dorchester,0,19958,0.000,09/11/2024 06:30:35 PM
Frederick2024-09-11T18:30:35,Frederick,1,116871,0.001,09/11/2024 06:30:35 PM
Garrett2024-09-11T18:30:35,Garrett,1,20396,0.005,09/11/2024 06:30:35 PM
Harford2024-09-11T18:30:35,Harford,16,114333,0.014,09/11/2024 06:30:35 PM
Howard2024-09-11T18:30:35,Howard,4,138154,0.003,09/11/2024 06:30:35 PM
Kent2024-09-11T18:30:35,Kent,4,12351,0.032,09/11/2024 06:30:35 PM
Montgomery2024-09-11T18:30:35,Montgomery,5,381554,0.001,09/11/2024 06:30:35 PM
Prince_George's2024-09-11T18:30:35,Prince George's,4,351059,0.001,09/11/2024 06:30:35 PM
Queen_Anne's2024-09-11T18:30:35,Queen Anne's,0,27722,0.000,09/11/2024 06:30:35 PM
St._Mary's2024-09-11T18:30:35,St. Mary's,1,56353,0.002,09/11/2024 06:30:35 PM
Talbot2024-09-11T18:30:35,Talbot,0,23718,0.000,09/11/2024 06:30:35 PM
Washington2024-09-11T18:30:35,Washington,0,54026,0.000,09/11/2024 06:30:35 PM
Wicomico2024-09-11T18:30:35,Wicomico,0,50292,0.000,09/11/2024 06:30:35 PM
Worcester2024-09-11T18:30:35,Worcester,0,59094,0.000,09/11/2024 06:30:35 PM
Allegany2024-09-11T18:45:34,Allegany,0,37206,0.000,09/11/2024 06:45:34 PM
Anne_Arundel2024-09-11T18:45:34,Anne Arundel,8,260586,0.003,09/11/2024 06:45:34 PM
Baltimore2024-09-11T18:45:34,Baltimore,14,372994,0.004,09/11/2024 06:45:34 PM
Baltimore_City2024-09-11T18:45:34,Baltimore City,672,280319,0.240,09/11/2024 06:45:34 PM
Calvert2024-09-11T18:45:34,Calvert,0,41922,0.000,09/11/2024 06:45:34 PM
Caroline2024-09-11T18:45:34,Caroline,0,16259,0.000,09/11/2024 06:45:34 PM
Carroll2024-09-11T18:45:34,Carroll,4,76117,0.005,09/11/2024 06:45:34 PM
Cecil2024-09-11T18:45:34,Cecil,0,50208,0.000,09/11/2024 06:45:34 PM
Charles2024-09-11T18:45:34,Charles,2,72507,0.003,09/11/2024 06:45:34 PM
Dorchester2024-09-11T18:45:34,Dorchester,0,19958,0.000,09/11/2024 06:45:34 PM
Frederick2024-09-11T18:45:34,Frederick,1,116871,0.001,09/11/2024 06:45:34 PM
Garrett2024-09-11T18:45:34,Garrett,1,20396,0.005,09/11/2024 06:45:34 PM
Harford2024-09-11T18:45:34,Harford,23,114333,0.020,09/11/2024 06:45:34 PM
Howard2024-09-11T18:45:34,Howard,4,138154,0.003,09/11/2024 06:45:34 PM
Kent2024-09-11T18:45:34,Kent,4,12351,0.032,09/11/2024 06:45:34 PM
Montgomery2024-09-11T18:45:34,Montgomery,5,381554,0.001,09/11/2024 06:45:34 PM
Prince_George's2024-09-11T18:45:34,Prince George's,4,351059,0.001,09/11/2024 06:45:34 PM
Queen_Anne's2024-09-11T18:45:34,Queen Anne's,0,27722,0.000,09/11/2024 06:45:34 PM
Somerset2024-09-11T18:45:34,Somerset,0,11343,0.000,09/11/2024 06:45:34 PM
St._Mary's2024-09-11T18:45:34,St. Mary's,1,56353,0.002,09/11/2024 06:45:34 PM
Talbot2024-09-11T18:45:34,Talbot,0,23718,0.000,09/11/2024 06:45:34 PM
Washington2024-09-11T18:45:34,Washington,0,54026,0.000,09/11/2024 06:45:34 PM
Wicomico2024-09-11T18:45:34,Wicomico,0,50292,0.000,09/11/2024 06:45:34 PM
Worcester2024-09-11T18:45:34,Worcester,0,59094,0.000,09/11/2024 06:45:34 PM
Allegany2024-09-11T19:00:35,Allegany,0,37206,0.000,09/11/2024 07:00:35 PM
Anne_Arundel2024-09-11T19:00:35,Anne Arundel,8,260586,0.003,09/11/2024 07:00:35 PM
Baltimore2024-09-11T19:00:35,Baltimore,14,372994,0.004,09/11/2024 07:00:35 PM
Baltimore_City2024-09-11T19:00:35,Baltimore City,323,280319,0.115,09/11/2024 07:00:35 PM
Calvert2024-09-11T19:00:35,Calvert,0,41922,0.000,09/11/2024 07:00:35 PM
Caroline2024-09-11T19:00:35,Caroline,0,16259,0.000,09/11/2024 07:00:35 PM
Carroll2024-09-11T19:00:35,Carroll,4,76117,0.005,09/11/2024 07:00:35 PM
Cecil2024-09-11T19:00:35,Cecil,0,50208,0.000,09/11/2024 07:00:35 PM
Charles2024-09-11T19:00:35,Charles,0,72507,0.000,09/11/2024 07:00:35 PM
Dorchester2024-09-11T19:00:35,Dorchester,0,19958,0.000,09/11/2024 07:00:35 PM
Frederick2024-09-11T19:00:35,Frederick,1,116871,0.001,09/11/2024 07:00:35 PM
Garrett2024-09-11T19:00:35,Garrett,1,20396,0.005,09/11/2024 07:00:35 PM
Harford2024-09-11T19:00:35,Harford,23,114333,0.020,09/11/2024 07:00:35 PM
Howard2024-09-11T19:00:35,Howard,4,138154,0.003,09/11/2024 07:00:35 PM
Kent2024-09-11T19:00:35,Kent,4,12351,0.032,09/11/2024 07:00:35 PM
Montgomery2024-09-11T19:00:35,Montgomery,1,381554,0.000,09/11/2024 07:00:35 PM
Prince_George's2024-09-11T19:00:35,Prince George's,4,351059,0.001,09/11/2024 07:00:35 PM
Queen_Anne's2024-09-11T19:00:35,Queen Anne's,0,27722,0.000,09/11/2024 07:00:35 PM
Somerset2024-09-11T19:00:35,Somerset,0,11343,0.000,09/11/2024 07:00:35 PM
St._Mary's2024-09-11T19:00:35,St. Mary's,1,56353,0.002,09/11/2024 07:00:35 PM
Talbot2024-09-11T19:00:35,Talbot,0,23718,0.000,09/11/2024 07:00:35 PM
Washington2024-09-11T19:00:35,Washington,0,54026,0.000,09/11/2024 07:00:35 PM
Wicomico2024-09-11T19:00:35,Wicomico,0,50292,0.000,09/11/2024 07:00:35 PM
Worcester2024-09-11T19:00:35,Worcester,0,59094,0.000,09/11/2024 07:00:35 PM
Allegany2024-09-11T19:15:34,Allegany,0,37206,0.000,09/11/2024 07:15:34 PM
Anne_Arundel2024-09-11T19:15:34,Anne Arundel,8,260586,0.003,09/11/2024 07:15:34 PM
Baltimore2024-09-11T19:15:34,Baltimore,34,372994,0.009,09/11/2024 07:15:34 PM
Baltimore_City2024-09-11T19:15:34,Baltimore City,323,280319,0.115,09/11/2024 07:15:34 PM
Calvert2024-09-11T19:15:34,Calvert,0,41922,0.000,09/11/2024 07:15:34 PM
Caroline2024-09-11T19:15:34,Caroline,0,16259,0.000,09/11/2024 07:15:34 PM
Carroll2024-09-11T19:15:34,Carroll,4,76117,0.005,09/11/2024 07:15:34 PM
Cecil2024-09-11T19:15:34,Cecil,0,50208,0.000,09/11/2024 07:15:34 PM
Charles2024-09-11T19:15:34,Charles,0,72507,0.000,09/11/2024 07:15:34 PM
Dorchester2024-09-11T19:15:34,Dorchester,0,19958,0.000,09/11/2024 07:15:34 PM
Frederick2024-09-11T19:15:34,Frederick,1,116871,0.001,09/11/2024 07:15:34 PM
Garrett2024-09-11T19:15:34,Garrett,1,20396,0.005,09/11/2024 07:15:34 PM
Harford2024-09-11T19:15:34,Harford,23,114333,0.020,09/11/2024 07:15:34 PM
Howard2024-09-11T19:15:34,Howard,4,138154,0.003,09/11/2024 07:15:34 PM
Kent2024-09-11T19:15:34,Kent,4,12351,0.032,09/11/2024 07:15:34 PM
Montgomery2024-09-11T19:15:34,Montgomery,1,381554,0.000,09/11/2024 07:15:34 PM
Prince_George's2024-09-11T19:15:34,Prince George's,4,351059,0.001,09/11/2024 07:15:34 PM
Queen_Anne's2024-09-11T19:15:34,Queen Anne's,0,27722,0.000,09/11/2024 07:15:34 PM
Somerset2024-09-11T19:15:34,Somerset,0,11343,0.000,09/11/2024 07:15:34 PM
St._Mary's2024-09-11T19:15:34,St. Mary's,0,56353,0.000,09/11/2024 07:15:34 PM
Talbot2024-09-11T19:15:34,Talbot,0,23718,0.000,09/11/2024 07:15:34 PM
Washington2024-09-11T19:15:34,Washington,0,54026,0.000,09/11/2024 07:15:34 PM
Wicomico2024-09-11T19:15:34,Wicomico,0,50292,0.000,09/11/2024 07:15:34 PM
Worcester2024-09-11T19:15:34,Worcester,0,59094,0.000,09/11/2024 07:15:34 PM
Allegany2024-09-11T19:30:34,Allegany,0,37206,0.000,09/11/2024 07:30:34 PM
Anne_Arundel2024-09-11T19:30:34,Anne Arundel,8,260586,0.003,09/11/2024 07:30:34 PM
Baltimore2024-09-11T19:30:34,Baltimore,34,372994,0.009,09/11/2024 07:30:34 PM
Baltimore_City2024-09-11T19:30:34,Baltimore City,323,280319,0.115,09/11/2024 07:30:34 PM
Calvert2024-09-11T19:30:34,Calvert,0,41922,0.000,09/11/2024 07:30:34 PM
Caroline2024-09-11T19:30:34,Caroline,0,16259,0.000,09/11/2024 07:30:34 PM
