uid,area,outages,customers,percent_out,dt_stamp
Baltimore2024-09-12T05:30:33,Baltimore,16,372943,0.004,09/12/2024 05:30:33 AM
Baltimore_City2024-09-12T05:30:33,Baltimore City,21,280266,0.007,09/12/2024 05:30:33 AM
Calvert2024-09-12T05:30:33,Calvert,0,41923,0.000,09/12/2024 05:30:33 AM
Caroline2024-09-12T05:30:33,Caroline,0,16256,0.000,09/12/2024 05:30:33 AM
Carroll2024-09-12T05:30:33,Carroll,7,76118,0.009,09/12/2024 05:30:33 AM
Cecil2024-09-12T05:30:33,Cecil,0,50216,0.000,09/12/2024 05:30:33 AM
Charles2024-09-12T05:30:33,Charles,0,72507,0.000,09/12/2024 05:30:33 AM
Dorchester2024-09-12T05:30:33,Dorchester,0,19960,0.000,09/12/2024 05:30:33 AM
Frederick2024-09-12T05:30:33,Frederick,1,116871,0.001,09/12/2024 05:30:33 AM
Garrett2024-09-12T05:30:33,Garrett,1,20396,0.005,09/12/2024 05:30:33 AM
Harford2024-09-12T05:30:33,Harford,4,114336,0.003,09/12/2024 05:30:33 AM
Howard2024-09-12T05:30:33,Howard,4,138125,0.003,09/12/2024 05:30:33 AM
Kent2024-09-12T05:30:33,Kent,0,12354,0.000,09/12/2024 05:30:33 AM
Montgomery2024-09-12T05:30:33,Montgomery,94,381552,0.025,09/12/2024 05:30:33 AM
Prince_George's2024-09-12T05:30:33,Prince George's,72,351050,0.021,09/12/2024 05:30:33 AM
Queen_Anne's2024-09-12T05:30:33,Queen Anne's,0,27723,0.000,09/12/2024 05:30:33 AM
Somerset2024-09-12T05:30:33,Somerset,0,11352,0.000,09/12/2024 05:30:33 AM
St._Mary's2024-09-12T05:30:33,St. Mary's,0,56353,0.000,09/12/2024 05:30:33 AM
Talbot2024-09-12T05:30:33,Talbot,0,23720,0.000,09/12/2024 05:30:33 AM
Washington2024-09-12T05:30:33,Washington,0,54026,0.000,09/12/2024 05:30:33 AM
Wicomico2024-09-12T05:30:33,Wicomico,0,50299,0.000,09/12/2024 05:30:33 AM
Worcester2024-09-12T05:30:33,Worcester,0,59102,0.000,09/12/2024 05:30:33 AM
Allegany2024-09-12T05:31:49,Allegany,0,37206,0.000,09/12/2024 05:31:49 AM
Anne_Arundel2024-09-12T05:31:49,Anne Arundel,20,260562,0.008,09/12/2024 05:31:49 AM
Baltimore2024-09-12T05:31:49,Baltimore,16,372943,0.004,09/12/2024 05:31:49 AM
Baltimore_City2024-09-12T05:31:49,Baltimore City,21,280266,0.007,09/12/2024 05:31:49 AM
Calvert2024-09-12T05:31:49,Calvert,0,41923,0.000,09/12/2024 05:31:49 AM
Caroline2024-09-12T05:31:49,Caroline,0,16256,0.000,09/12/2024 05:31:49 AM
Carroll2024-09-12T05:31:49,Carroll,7,76118,0.009,09/12/2024 05:31:49 AM
Cecil2024-09-12T05:31:49,Cecil,0,50216,0.000,09/12/2024 05:31:49 AM
Charles2024-09-12T05:31:49,Charles,0,72507,0.000,09/12/2024 05:31:49 AM
Dorchester2024-09-12T05:31:49,Dorchester,0,19960,0.000,09/12/2024 05:31:49 AM
Frederick2024-09-12T05:31:49,Frederick,1,116871,0.001,09/12/2024 05:31:49 AM
Garrett2024-09-12T05:31:49,Garrett,1,20396,0.005,09/12/2024 05:31:49 AM
Harford2024-09-12T05:31:49,Harford,4,114336,0.003,09/12/2024 05:31:49 AM
Howard2024-09-12T05:31:49,Howard,4,138125,0.003,09/12/2024 05:31:49 AM
Kent2024-09-12T05:31:49,Kent,0,12354,0.000,09/12/2024 05:31:49 AM
Montgomery2024-09-12T05:31:49,Montgomery,94,381552,0.025,09/12/2024 05:31:49 AM
Prince_George's2024-09-12T05:31:49,Prince George's,72,351050,0.021,09/12/2024 05:31:49 AM
Queen_Anne's2024-09-12T05:31:49,Queen Anne's,0,27723,0.000,09/12/2024 05:31:49 AM
Somerset2024-09-12T05:31:49,Somerset,0,11352,0.000,09/12/2024 05:31:49 AM
St._Mary's2024-09-12T05:31:49,St. Mary's,0,56353,0.000,09/12/2024 05:31:49 AM
Talbot2024-09-12T05:31:49,Talbot,0,23720,0.000,09/12/2024 05:31:49 AM
Washington2024-09-12T05:31:49,Washington,0,54026,0.000,09/12/2024 05:31:49 AM
Wicomico2024-09-12T05:31:49,Wicomico,0,50299,0.000,09/12/2024 05:31:49 AM
Worcester2024-09-12T05:31:49,Worcester,0,59102,0.000,09/12/2024 05:31:49 AM
Allegany2024-09-12T05:45:34,Allegany,0,37206,0.000,09/12/2024 05:45:34 AM
Anne_Arundel2024-09-12T05:45:34,Anne Arundel,20,260562,0.008,09/12/2024 05:45:34 AM
Baltimore2024-09-12T05:45:34,Baltimore,14,372943,0.004,09/12/2024 05:45:34 AM
Baltimore_City2024-09-12T05:45:34,Baltimore City,21,280266,0.007,09/12/2024 05:45:34 AM
Calvert2024-09-12T05:45:34,Calvert,0,41923,0.000,09/12/2024 05:45:34 AM
Caroline2024-09-12T05:45:34,Caroline,0,16256,0.000,09/12/2024 05:45:34 AM
Carroll2024-09-12T05:45:34,Carroll,7,76118,0.009,09/12/2024 05:45:34 AM
Cecil2024-09-12T05:45:34,Cecil,0,50216,0.000,09/12/2024 05:45:34 AM
Charles2024-09-12T05:45:34,Charles,0,72507,0.000,09/12/2024 05:45:34 AM
Dorchester2024-09-12T05:45:34,Dorchester,0,19960,0.000,09/12/2024 05:45:34 AM
Frederick2024-09-12T05:45:34,Frederick,1,116871,0.001,09/12/2024 05:45:34 AM
Garrett2024-09-12T05:45:34,Garrett,1,20396,0.005,09/12/2024 05:45:34 AM
Harford2024-09-12T05:45:34,Harford,4,114336,0.003,09/12/2024 05:45:34 AM
Howard2024-09-12T05:45:34,Howard,0,138125,0.000,09/12/2024 05:45:34 AM
Kent2024-09-12T05:45:34,Kent,0,12354,0.000,09/12/2024 05:45:34 AM
Montgomery2024-09-12T05:45:34,Montgomery,94,381552,0.025,09/12/2024 05:45:34 AM
Prince_George's2024-09-12T05:45:34,Prince George's,8,351050,0.002,09/12/2024 05:45:34 AM
Queen_Anne's2024-09-12T05:45:34,Queen Anne's,0,27723,0.000,09/12/2024 05:45:34 AM
Somerset2024-09-12T05:45:34,Somerset,0,11352,0.000,09/12/2024 05:45:34 AM
St._Mary's2024-09-12T05:45:34,St. Mary's,5,56353,0.009,09/12/2024 05:45:34 AM
Talbot2024-09-12T05:45:34,Talbot,0,23720,0.000,09/12/2024 05:45:34 AM
Washington2024-09-12T05:45:34,Washington,0,54026,0.000,09/12/2024 05:45:34 AM
Wicomico2024-09-12T05:45:34,Wicomico,0,50299,0.000,09/12/2024 05:45:34 AM
Worcester2024-09-12T05:45:34,Worcester,0,59102,0.000,09/12/2024 05:45:34 AM
Allegany2024-09-12T05:46:50,Allegany,0,37206,0.000,09/12/2024 05:46:50 AM
Anne_Arundel2024-09-12T05:46:50,Anne Arundel,20,260562,0.008,09/12/2024 05:46:50 AM
Baltimore2024-09-12T05:46:50,Baltimore,14,372943,0.004,09/12/2024 05:46:50 AM
Baltimore_City2024-09-12T05:46:50,Baltimore City,21,280266,0.007,09/12/2024 05:46:50 AM
Calvert2024-09-12T05:46:50,Calvert,0,41923,0.000,09/12/2024 05:46:50 AM
Caroline2024-09-12T05:46:50,Caroline,0,16256,0.000,09/12/2024 05:46:50 AM
Carroll2024-09-12T05:46:50,Carroll,7,76118,0.009,09/12/2024 05:46:50 AM
Cecil2024-09-12T05:46:50,Cecil,0,50216,0.000,09/12/2024 05:46:50 AM
Charles2024-09-12T05:46:50,Charles,0,72507,0.000,09/12/2024 05:46:50 AM
Dorchester2024-09-12T05:46:50,Dorchester,0,19960,0.000,09/12/2024 05:46:50 AM
Frederick2024-09-12T05:46:50,Frederick,1,116871,0.001,09/12/2024 05:46:50 AM
Garrett2024-09-12T05:46:50,Garrett,1,20396,0.005,09/12/2024 05:46:50 AM
Harford2024-09-12T05:46:50,Harford,4,114336,0.003,09/12/2024 05:46:50 AM
Howard2024-09-12T05:46:50,Howard,0,138125,0.000,09/12/2024 05:46:50 AM
Kent2024-09-12T05:46:50,Kent,0,12354,0.000,09/12/2024 05:46:50 AM
Montgomery2024-09-12T05:46:50,Montgomery,94,381552,0.025,09/12/2024 05:46:50 AM
Prince_George's2024-09-12T05:46:50,Prince George's,8,351050,0.002,09/12/2024 05:46:50 AM
Queen_Anne's2024-09-12T05:46:50,Queen Anne's,0,27723,0.000,09/12/2024 05:46:50 AM
Somerset2024-09-12T05:46:50,Somerset,0,11352,0.000,09/12/2024 05:46:50 AM
St._Mary's2024-09-12T05:46:50,St. Mary's,5,56353,0.009,09/12/2024 05:46:50 AM
Talbot2024-09-12T05:46:50,Talbot,0,23720,0.000,09/12/2024 05:46:50 AM
Washington2024-09-12T05:46:50,Washington,0,54026,0.000,09/12/2024 05:46:50 AM
Wicomico2024-09-12T05:46:50,Wicomico,0,50299,0.000,09/12/2024 05:46:50 AM
Worcester2024-09-12T05:46:50,Worcester,0,59102,0.000,09/12/2024 05:46:50 AM
Allegany2024-09-12T06:00:35,Allegany,0,37206,0.000,09/12/2024 06:00:35 AM
Anne_Arundel2024-09-12T06:00:35,Anne Arundel,20,260562,0.008,09/12/2024 06:00:35 AM
Baltimore2024-09-12T06:00:35,Baltimore,14,372943,0.004,09/12/2024 06:00:35 AM
Baltimore_City2024-09-12T06:00:35,Baltimore City,21,280266,0.007,09/12/2024 06:00:35 AM
Calvert2024-09-12T06:00:35,Calvert,0,41923,0.000,09/12/2024 06:00:35 AM
Caroline2024-09-12T06:00:35,Caroline,0,16256,0.000,09/12/2024 06:00:35 AM
Carroll2024-09-12T06:00:35,Carroll,7,76118,0.009,09/12/2024 06:00:35 AM
Cecil2024-09-12T06:00:35,Cecil,0,50216,0.000,09/12/2024 06:00:35 AM
Charles2024-09-12T06:00:35,Charles,0,72507,0.000,09/12/2024 06:00:35 AM
Dorchester2024-09-12T06:00:35,Dorchester,0,19960,0.000,09/12/2024 06:00:35 AM
Frederick2024-09-12T06:00:35,Frederick,1,116871,0.001,09/12/2024 06:00:35 AM
Garrett2024-09-12T06:00:35,Garrett,1,20396,0.005,09/12/2024 06:00:35 AM
Harford2024-09-12T06:00:35,Harford,4,114336,0.003,09/12/2024 06:00:35 AM
Howard2024-09-12T06:00:35,Howard,0,138125,0.000,09/12/2024 06:00:35 AM
Kent2024-09-12T06:00:35,Kent,0,12354,0.000,09/12/2024 06:00:35 AM
Montgomery2024-09-12T06:00:35,Montgomery,94,381552,0.025,09/12/2024 06:00:35 AM
Prince_George's2024-09-12T06:00:35,Prince George's,8,351050,0.002,09/12/2024 06:00:35 AM
Queen_Anne's2024-09-12T06:00:35,Queen Anne's,0,27723,0.000,09/12/2024 06:00:35 AM
Somerset2024-09-12T06:00:35,Somerset,0,11352,0.000,09/12/2024 06:00:35 AM
St._Mary's2024-09-12T06:00:35,St. Mary's,6,56353,0.011,09/12/2024 06:00:35 AM
Talbot2024-09-12T06:00:35,Talbot,0,23720,0.000,09/12/2024 06:00:35 AM
Washington2024-09-12T06:00:35,Washington,0,54026,0.000,09/12/2024 06:00:35 AM
Wicomico2024-09-12T06:00:35,Wicomico,0,50299,0.000,09/12/2024 06:00:35 AM
Worcester2024-09-12T06:00:35,Worcester,0,59102,0.000,09/12/2024 06:00:35 AM
Allegany2024-09-12T06:01:47,Allegany,0,37206,0.000,09/12/2024 06:01:47 AM
Anne_Arundel2024-09-12T06:01:47,Anne Arundel,20,260562,0.008,09/12/2024 06:01:47 AM
Baltimore2024-09-12T06:01:47,Baltimore,14,372943,0.004,09/12/2024 06:01:47 AM
Baltimore_City2024-09-12T06:01:47,Baltimore City,21,280266,0.007,09/12/2024 06:01:47 AM
Calvert2024-09-12T06:01:47,Calvert,0,41923,0.000,09/12/2024 06:01:47 AM
Caroline2024-09-12T06:01:47,Caroline,0,16256,0.000,09/12/2024 06:01:47 AM
Carroll2024-09-12T06:01:47,Carroll,7,76118,0.009,09/12/2024 06:01:47 AM
Cecil2024-09-12T06:01:47,Cecil,0,50216,0.000,09/12/2024 06:01:47 AM
Charles2024-09-12T06:01:47,Charles,0,72507,0.000,09/12/2024 06:01:47 AM
Dorchester2024-09-12T06:01:47,Dorchester,0,19960,0.000,09/12/2024 06:01:47 AM
Frederick2024-09-12T06:01:47,Frederick,1,116871,0.001,09/12/2024 06:01:47 AM
Garrett2024-09-12T06:01:47,Garrett,1,20396,0.005,09/12/2024 06:01:47 AM
Harford2024-09-12T06:01:47,Harford,4,114336,0.003,09/12/2024 06:01:47 AM
Howard2024-09-12T06:01:47,Howard,0,138125,0.000,09/12/2024 06:01:47 AM
Kent2024-09-12T06:01:47,Kent,0,12354,0.000,09/12/2024 06:01:47 AM
Montgomery2024-09-12T06:01:47,Montgomery,94,381552,0.025,09/12/2024 06:01:47 AM
Prince_George's2024-09-12T06:01:47,Prince George's,8,351050,0.002,09/12/2024 06:01:47 AM
Queen_Anne's2024-09-12T06:01:47,Queen Anne's,0,27723,0.000,09/12/2024 06:01:47 AM
Somerset2024-09-12T06:01:47,Somerset,0,11352,0.000,09/12/2024 06:01:47 AM
St._Mary's2024-09-12T06:01:47,St. Mary's,6,56353,0.011,09/12/2024 06:01:47 AM
Talbot2024-09-12T06:01:47,Talbot,0,23720,0.000,09/12/2024 06:01:47 AM
Washington2024-09-12T06:01:47,Washington,0,54026,0.000,09/12/2024 06:01:47 AM
Wicomico2024-09-12T06:01:47,Wicomico,0,50299,0.000,09/12/2024 06:01:47 AM
Worcester2024-09-12T06:01:47,Worcester,0,59102,0.000,09/12/2024 06:01:47 AM
Allegany2024-09-12T06:15:36,Allegany,0,37206,0.000,09/12/2024 06:15:36 AM
Anne_Arundel2024-09-12T06:15:36,Anne Arundel,20,260562,0.008,09/12/2024 06:15:36 AM
Baltimore2024-09-12T06:15:36,Baltimore,14,372943,0.004,09/12/2024 06:15:36 AM
Baltimore_City2024-09-12T06:15:36,Baltimore City,21,280266,0.007,09/12/2024 06:15:36 AM
Calvert2024-09-12T06:15:36,Calvert,0,41923,0.000,09/12/2024 06:15:36 AM
Caroline2024-09-12T06:15:36,Caroline,0,16256,0.000,09/12/2024 06:15:36 AM
Carroll2024-09-12T06:15:36,Carroll,7,76118,0.009,09/12/2024 06:15:36 AM
Cecil2024-09-12T06:15:36,Cecil,0,50216,0.000,09/12/2024 06:15:36 AM
Charles2024-09-12T06:15:36,Charles,0,72507,0.000,09/12/2024 06:15:36 AM
Dorchester2024-09-12T06:15:36,Dorchester,0,19960,0.000,09/12/2024 06:15:36 AM
Frederick2024-09-12T06:15:36,Frederick,1,116871,0.001,09/12/2024 06:15:36 AM
Garrett2024-09-12T06:15:36,Garrett,1,20396,0.005,09/12/2024 06:15:36 AM
Harford2024-09-12T06:15:36,Harford,4,114336,0.003,09/12/2024 06:15:36 AM
Howard2024-09-12T06:15:36,Howard,0,138125,0.000,09/12/2024 06:15:36 AM
Kent2024-09-12T06:15:36,Kent,0,12354,0.000,09/12/2024 06:15:36 AM
Montgomery2024-09-12T06:15:36,Montgomery,94,381552,0.025,09/12/2024 06:15:36 AM
Prince_George's2024-09-12T06:15:36,Prince George's,8,351050,0.002,09/12/2024 06:15:36 AM
Queen_Anne's2024-09-12T06:15:36,Queen Anne's,0,27723,0.000,09/12/2024 06:15:36 AM
Somerset2024-09-12T06:15:36,Somerset,0,11352,0.000,09/12/2024 06:15:36 AM
St._Mary's2024-09-12T06:15:36,St. Mary's,6,56353,0.011,09/12/2024 06:15:36 AM
Talbot2024-09-12T06:15:36,Talbot,0,23720,0.000,09/12/2024 06:15:36 AM
Washington2024-09-12T06:15:36,Washington,0,54026,0.000,09/12/2024 06:15:36 AM
Wicomico2024-09-12T06:15:36,Wicomico,0,50299,0.000,09/12/2024 06:15:36 AM
Worcester2024-09-12T06:15:36,Worcester,0,59102,0.000,09/12/2024 06:15:36 AM
Allegany2024-09-12T06:16:50,Allegany,0,37206,0.000,09/12/2024 06:16:50 AM
Anne_Arundel2024-09-12T06:16:50,Anne Arundel,20,260562,0.008,09/12/2024 06:16:50 AM
Baltimore2024-09-12T06:16:50,Baltimore,14,372943,0.004,09/12/2024 06:16:50 AM
Baltimore_City2024-09-12T06:16:50,Baltimore City,21,280266,0.007,09/12/2024 06:16:50 AM
Calvert2024-09-12T06:16:50,Calvert,0,41923,0.000,09/12/2024 06:16:50 AM
Caroline2024-09-12T06:16:50,Caroline,0,16256,0.000,09/12/2024 06:16:50 AM
Carroll2024-09-12T06:16:50,Carroll,7,76118,0.009,09/12/2024 06:16:50 AM
Cecil2024-09-12T06:16:50,Cecil,0,50216,0.000,09/12/2024 06:16:50 AM
Charles2024-09-12T06:16:50,Charles,0,72507,0.000,09/12/2024 06:16:50 AM
Dorchester2024-09-12T06:16:50,Dorchester,0,19960,0.000,09/12/2024 06:16:50 AM
Frederick2024-09-12T06:16:50,Frederick,1,116871,0.001,09/12/2024 06:16:50 AM
Garrett2024-09-12T06:16:50,Garrett,1,20396,0.005,09/12/2024 06:16:50 AM
Harford2024-09-12T06:16:50,Harford,4,114336,0.003,09/12/2024 06:16:50 AM
Howard2024-09-12T06:16:50,Howard,0,138125,0.000,09/12/2024 06:16:50 AM
Kent2024-09-12T06:16:50,Kent,0,12354,0.000,09/12/2024 06:16:50 AM
Montgomery2024-09-12T06:16:50,Montgomery,94,381552,0.025,09/12/2024 06:16:50 AM
Prince_George's2024-09-12T06:16:50,Prince George's,8,351050,0.002,09/12/2024 06:16:50 AM
Queen_Anne's2024-09-12T06:16:50,Queen Anne's,0,27723,0.000,09/12/2024 06:16:50 AM
Somerset2024-09-12T06:16:50,Somerset,0,11352,0.000,09/12/2024 06:16:50 AM
St._Mary's2024-09-12T06:16:50,St. Mary's,6,56353,0.011,09/12/2024 06:16:50 AM
Talbot2024-09-12T06:16:50,Talbot,0,23720,0.000,09/12/2024 06:16:50 AM
Washington2024-09-12T06:16:50,Washington,0,54026,0.000,09/12/2024 06:16:50 AM
Wicomico2024-09-12T06:16:50,Wicomico,0,50299,0.000,09/12/2024 06:16:50 AM
Worcester2024-09-12T06:16:50,Worcester,0,59102,0.000,09/12/2024 06:16:50 AM
Allegany2024-09-12T06:30:35,Allegany,0,37206,0.000,09/12/2024 06:30:35 AM
Anne_Arundel2024-09-12T06:30:35,Anne Arundel,19,260562,0.007,09/12/2024 06:30:35 AM
Baltimore2024-09-12T06:30:35,Baltimore,14,372943,0.004,09/12/2024 06:30:35 AM
Baltimore_City2024-09-12T06:30:35,Baltimore City,21,280266,0.007,09/12/2024 06:30:35 AM
Calvert2024-09-12T06:30:35,Calvert,0,41923,0.000,09/12/2024 06:30:35 AM
Caroline2024-09-12T06:30:35,Caroline,0,16256,0.000,09/12/2024 06:30:35 AM
Carroll2024-09-12T06:30:35,Carroll,4,76118,0.005,09/12/2024 06:30:35 AM
Cecil2024-09-12T06:30:35,Cecil,0,50216,0.000,09/12/2024 06:30:35 AM
Charles2024-09-12T06:30:35,Charles,0,72507,0.000,09/12/2024 06:30:35 AM
Dorchester2024-09-12T06:30:35,Dorchester,0,19960,0.000,09/12/2024 06:30:35 AM
Frederick2024-09-12T06:30:35,Frederick,1,116871,0.001,09/12/2024 06:30:35 AM
Garrett2024-09-12T06:30:35,Garrett,1,20396,0.005,09/12/2024 06:30:35 AM
Harford2024-09-12T06:30:35,Harford,4,114336,0.003,09/12/2024 06:30:35 AM
Howard2024-09-12T06:30:35,Howard,0,138125,0.000,09/12/2024 06:30:35 AM
Kent2024-09-12T06:30:35,Kent,0,12354,0.000,09/12/2024 06:30:35 AM
Montgomery2024-09-12T06:30:35,Montgomery,94,381552,0.025,09/12/2024 06:30:35 AM
Prince_George's2024-09-12T06:30:35,Prince George's,8,351050,0.002,09/12/2024 06:30:35 AM
Queen_Anne's2024-09-12T06:30:35,Queen Anne's,0,27723,0.000,09/12/2024 06:30:35 AM
Somerset2024-09-12T06:30:35,Somerset,0,11352,0.000,09/12/2024 06:30:35 AM
St._Mary's2024-09-12T06:30:35,St. Mary's,6,56353,0.011,09/12/2024 06:30:35 AM
Talbot2024-09-12T06:30:35,Talbot,0,23720,0.000,09/12/2024 06:30:35 AM
Washington2024-09-12T06:30:35,Washington,0,54026,0.000,09/12/2024 06:30:35 AM
Wicomico2024-09-12T06:30:35,Wicomico,0,50299,0.000,09/12/2024 06:30:35 AM
Worcester2024-09-12T06:30:35,Worcester,0,59102,0.000,09/12/2024 06:30:35 AM
Allegany2024-09-12T06:31:50,Allegany,0,37206,0.000,09/12/2024 06:31:50 AM
Anne_Arundel2024-09-12T06:31:50,Anne Arundel,19,260562,0.007,09/12/2024 06:31:50 AM
Baltimore2024-09-12T06:31:50,Baltimore,14,372943,0.004,09/12/2024 06:31:50 AM
Baltimore_City2024-09-12T06:31:50,Baltimore City,21,280266,0.007,09/12/2024 06:31:50 AM
Calvert2024-09-12T06:31:50,Calvert,0,41923,0.000,09/12/2024 06:31:50 AM
Caroline2024-09-12T06:31:50,Caroline,0,16256,0.000,09/12/2024 06:31:50 AM
Carroll2024-09-12T06:31:50,Carroll,4,76118,0.005,09/12/2024 06:31:50 AM
Cecil2024-09-12T06:31:50,Cecil,0,50216,0.000,09/12/2024 06:31:50 AM
Charles2024-09-12T06:31:50,Charles,0,72507,0.000,09/12/2024 06:31:50 AM
Dorchester2024-09-12T06:31:50,Dorchester,0,19960,0.000,09/12/2024 06:31:50 AM
Frederick2024-09-12T06:31:50,Frederick,1,116871,0.001,09/12/2024 06:31:50 AM
Garrett2024-09-12T06:31:50,Garrett,1,20396,0.005,09/12/2024 06:31:50 AM
Harford2024-09-12T06:31:50,Harford,4,114336,0.003,09/12/2024 06:31:50 AM
Howard2024-09-12T06:31:50,Howard,0,138125,0.000,09/12/2024 06:31:50 AM
Kent2024-09-12T06:31:50,Kent,0,12354,0.000,09/12/2024 06:31:50 AM
Montgomery2024-09-12T06:31:50,Montgomery,94,381552,0.025,09/12/2024 06:31:50 AM
Prince_George's2024-09-12T06:31:50,Prince George's,8,351050,0.002,09/12/2024 06:31:50 AM
Queen_Anne's2024-09-12T06:31:50,Queen Anne's,0,27723,0.000,09/12/2024 06:31:50 AM
Somerset2024-09-12T06:31:50,Somerset,0,11352,0.000,09/12/2024 06:31:50 AM
St._Mary's2024-09-12T06:31:50,St. Mary's,6,56353,0.011,09/12/2024 06:31:50 AM
Talbot2024-09-12T06:31:50,Talbot,0,23720,0.000,09/12/2024 06:31:50 AM
Washington2024-09-12T06:31:50,Washington,0,54026,0.000,09/12/2024 06:31:50 AM
Wicomico2024-09-12T06:31:50,Wicomico,0,50299,0.000,09/12/2024 06:31:50 AM
Worcester2024-09-12T06:31:50,Worcester,0,59102,0.000,09/12/2024 06:31:50 AM
Allegany2024-09-12T06:45:36,Allegany,0,37206,0.000,09/12/2024 06:45:36 AM
Anne_Arundel2024-09-12T06:45:36,Anne Arundel,7,260562,0.003,09/12/2024 06:45:36 AM
Baltimore2024-09-12T06:45:36,Baltimore,4,372943,0.001,09/12/2024 06:45:36 AM
Baltimore_City2024-09-12T06:45:36,Baltimore City,5,280266,0.002,09/12/2024 06:45:36 AM
Calvert2024-09-12T06:45:36,Calvert,0,41923,0.000,09/12/2024 06:45:36 AM
Caroline2024-09-12T06:45:36,Caroline,0,16256,0.000,09/12/2024 06:45:36 AM
Carroll2024-09-12T06:45:36,Carroll,4,76118,0.005,09/12/2024 06:45:36 AM
Cecil2024-09-12T06:45:36,Cecil,0,50216,0.000,09/12/2024 06:45:36 AM
Charles2024-09-12T06:45:36,Charles,0,72507,0.000,09/12/2024 06:45:36 AM
Dorchester2024-09-12T06:45:36,Dorchester,0,19960,0.000,09/12/2024 06:45:36 AM
Frederick2024-09-12T06:45:36,Frederick,1,116871,0.001,09/12/2024 06:45:36 AM
Garrett2024-09-12T06:45:36,Garrett,1,20396,0.005,09/12/2024 06:45:36 AM
Harford2024-09-12T06:45:36,Harford,4,114336,0.003,09/12/2024 06:45:36 AM
Howard2024-09-12T06:45:36,Howard,0,138125,0.000,09/12/2024 06:45:36 AM
Kent2024-09-12T06:45:36,Kent,0,12354,0.000,09/12/2024 06:45:36 AM
Montgomery2024-09-12T06:45:36,Montgomery,94,381552,0.025,09/12/2024 06:45:36 AM
Prince_George's2024-09-12T06:45:36,Prince George's,4,351050,0.001,09/12/2024 06:45:36 AM
Queen_Anne's2024-09-12T06:45:36,Queen Anne's,0,27723,0.000,09/12/2024 06:45:36 AM
Somerset2024-09-12T06:45:36,Somerset,0,11352,0.000,09/12/2024 06:45:36 AM
St._Mary's2024-09-12T06:45:36,St. Mary's,6,56353,0.011,09/12/2024 06:45:36 AM
Talbot2024-09-12T06:45:36,Talbot,0,23720,0.000,09/12/2024 06:45:36 AM
Washington2024-09-12T06:45:36,Washington,0,54026,0.000,09/12/2024 06:45:36 AM
Wicomico2024-09-12T06:45:36,Wicomico,0,50299,0.000,09/12/2024 06:45:36 AM
Worcester2024-09-12T06:45:36,Worcester,0,59102,0.000,09/12/2024 06:45:36 AM
Allegany2024-09-12T06:46:47,Allegany,0,37206,0.000,09/12/2024 06:46:47 AM
Anne_Arundel2024-09-12T06:46:47,Anne Arundel,7,260562,0.003,09/12/2024 06:46:47 AM
Baltimore2024-09-12T06:46:47,Baltimore,4,372943,0.001,09/12/2024 06:46:47 AM
Baltimore_City2024-09-12T06:46:47,Baltimore City,5,280266,0.002,09/12/2024 06:46:47 AM
Calvert2024-09-12T06:46:47,Calvert,0,41923,0.000,09/12/2024 06:46:47 AM
Caroline2024-09-12T06:46:47,Caroline,0,16256,0.000,09/12/2024 06:46:47 AM
Carroll2024-09-12T06:46:47,Carroll,4,76118,0.005,09/12/2024 06:46:47 AM
Cecil2024-09-12T06:46:47,Cecil,0,50216,0.000,09/12/2024 06:46:47 AM
Charles2024-09-12T06:46:47,Charles,0,72507,0.000,09/12/2024 06:46:47 AM
Dorchester2024-09-12T06:46:47,Dorchester,0,19960,0.000,09/12/2024 06:46:47 AM
Frederick2024-09-12T06:46:47,Frederick,1,116871,0.001,09/12/2024 06:46:47 AM
Garrett2024-09-12T06:46:47,Garrett,1,20396,0.005,09/12/2024 06:46:47 AM
Harford2024-09-12T06:46:47,Harford,4,114336,0.003,09/12/2024 06:46:47 AM
Howard2024-09-12T06:46:47,Howard,0,138125,0.000,09/12/2024 06:46:47 AM
Kent2024-09-12T06:46:47,Kent,0,12354,0.000,09/12/2024 06:46:47 AM
Montgomery2024-09-12T06:46:47,Montgomery,94,381552,0.025,09/12/2024 06:46:47 AM
Prince_George's2024-09-12T06:46:47,Prince George's,4,351050,0.001,09/12/2024 06:46:47 AM
Queen_Anne's2024-09-12T06:46:47,Queen Anne's,0,27723,0.000,09/12/2024 06:46:47 AM
Somerset2024-09-12T06:46:47,Somerset,0,11352,0.000,09/12/2024 06:46:47 AM
St._Mary's2024-09-12T06:46:47,St. Mary's,6,56353,0.011,09/12/2024 06:46:47 AM
Talbot2024-09-12T06:46:47,Talbot,0,23720,0.000,09/12/2024 06:46:47 AM
Washington2024-09-12T06:46:47,Washington,0,54026,0.000,09/12/2024 06:46:47 AM
Wicomico2024-09-12T06:46:47,Wicomico,0,50299,0.000,09/12/2024 06:46:47 AM
Worcester2024-09-12T06:46:47,Worcester,0,59102,0.000,09/12/2024 06:46:47 AM
Allegany2024-09-12T07:00:35,Allegany,0,37206,0.000,09/12/2024 07:00:35 AM
Anne_Arundel2024-09-12T07:00:35,Anne Arundel,6,260562,0.002,09/12/2024 07:00:35 AM
Baltimore2024-09-12T07:00:35,Baltimore,4,372943,0.001,09/12/2024 07:00:35 AM
Baltimore_City2024-09-12T07:00:35,Baltimore City,7,280266,0.002,09/12/2024 07:00:35 AM
Calvert2024-09-12T07:00:35,Calvert,0,41923,0.000,09/12/2024 07:00:35 AM
